                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.088,                 2.1871,                 1.0475,                      1,                0.15322,                0.57733,                0.44026,                0.97431,                 3.2059,                0.95546,             0.00065556,             0.00065556,             0.00065556
                      2,                 1.0347,                 1.3784,                 1.0414,                0.94048,                0.61661,                0.71167,                0.50991,                 1.1615,                 1.9839,                 1.0994,              0.0013189,              0.0013189,              0.0013189
                      3,                 1.0605,                 1.2082,                 1.0503,                0.80395,                0.64217,                0.73774,                 0.5478,                 1.0275,                 2.0154,                 1.0755,               0.001979,               0.001979,               0.001979
                      4,                 1.1036,                 1.0761,                  1.073,                0.77003,                0.70288,                0.78226,                0.54766,                 1.1435,                  1.162,                 1.1385,              0.0019852,              0.0019852,              0.0019852
                      5,                 1.0828,                  0.974,                 1.0742,                0.76562,                0.75144,                0.74946,                0.50829,                 1.0785,                 1.3109,                 1.1153,              0.0019802,              0.0019802,              0.0019802
                      6,                 1.0086,                0.84471,                 1.0402,                0.93394,                0.81302,                0.89488,                0.64951,                 1.0435,                0.87293,                 1.0901,              0.0019753,              0.0019753,              0.0019753
                      7,                 1.0038,                0.81348,                 1.0474,                0.88378,                 0.7508,                0.83322,                0.61533,                0.99658,                0.89867,                 1.0536,              0.0019703,              0.0019703,              0.0019703
                      8,                  1.005,                0.80369,                 1.0437,                 0.9198,                0.80611,                0.88595,                0.64221,                 1.0151,                 0.8479,                 1.0476,              0.0019654,              0.0019654,              0.0019654
                      9,                0.97663,                0.72603,                 1.0273,                0.93242,                0.79233,                0.90767,                0.65813,                 0.9529,                 0.7125,                 1.0136,              0.0019604,              0.0019604,              0.0019604
                     10,                0.94341,                0.68565,                 1.0057,                0.87302,                 0.8147,                0.86084,                0.59612,                 1.0811,                0.89609,                 1.0837,              0.0019555,              0.0019555,              0.0019555
                     11,                0.94363,                0.72652,                 1.0166,                 0.9185,                0.86581,                 0.9111,                0.69115,                0.92674,                0.67295,                 1.0072,              0.0019505,              0.0019505,              0.0019505
                     12,                  0.942,                0.67634,                 1.0014,                 0.9106,                0.81352,                0.90149,                0.66667,                0.94517,                0.71046,                 1.0263,              0.0019456,              0.0019456,              0.0019456
                     13,                0.92521,                0.67494,                 1.0021,                0.94387,                0.85956,                0.93495,                 0.6936,                0.95477,                0.63895,                 1.0378,              0.0019406,              0.0019406,              0.0019406
                     14,                0.93026,                0.64584,                 1.0027,                0.94304,                0.83706,                0.92096,                0.68108,                0.95276,                0.66116,                 1.0308,              0.0019357,              0.0019357,              0.0019357
                     15,                0.94016,                0.67676,                 1.0189,                 0.9386,                0.83029,                0.91137,                0.69112,                 0.9274,                0.71572,                 1.0326,              0.0019307,              0.0019307,              0.0019307
                     16,                0.92218,                0.63469,                 1.0014,                0.94401,                 0.8754,                0.93529,                0.68507,                0.99153,                0.62942,                 1.0492,              0.0019258,              0.0019258,              0.0019258
                     17,                0.89974,                0.62191,                 1.0024,                0.88789,                 0.8603,                0.91505,                0.69064,                0.90222,                0.62497,                 1.0204,              0.0019208,              0.0019208,              0.0019208
                     18,                0.92093,                0.63476,                  1.004,                0.95728,                0.85915,                0.93813,                0.70532,                0.90988,                0.62412,                 1.0175,              0.0019159,              0.0019159,              0.0019159
                     19,                0.88661,                   0.61,                0.99408,                0.94332,                0.85084,                0.90716,                0.69918,                0.90251,                0.67727,                 1.0018,              0.0019109,              0.0019109,              0.0019109
                     20,                0.89836,                0.61632,                0.99435,                0.94625,                0.84665,                0.92657,                0.69615,                0.96687,                0.63594,                 1.0308,               0.001906,               0.001906,               0.001906
                     21,                0.89306,                0.60079,                 0.9957,                0.95764,                 0.8722,                0.93856,                0.71215,                0.93033,                0.60487,                 1.0161,               0.001901,               0.001901,               0.001901
                     22,                0.89107,                  0.595,                0.99673,                0.96473,                0.87401,                0.93674,                 0.7113,                0.88902,                0.57038,                  0.991,              0.0018961,              0.0018961,              0.0018961
                     23,                0.84168,                0.56011,                0.96443,                0.92295,                0.88025,                0.94305,                0.70576,                0.89435,                0.55695,                 1.0086,              0.0018911,              0.0018911,              0.0018911
                     24,                0.84469,                0.57124,                0.97144,                0.94168,                0.87694,                0.93894,                0.69304,                0.91958,                 0.6059,                 1.0164,              0.0018862,              0.0018862,              0.0018862
                     25,                0.85649,                0.55583,                0.97518,                0.95726,                0.85872,                0.93175,                0.73129,                0.85556,                0.56499,                0.98431,              0.0018812,              0.0018812,              0.0018812
                     26,                0.83715,                0.56138,                0.97264,                0.93109,                0.88179,                0.93215,                0.70901,                0.89547,                0.55763,                 1.0174,              0.0018763,              0.0018763,              0.0018763
                     27,                0.83613,                0.54978,                0.96356,                0.95486,                 0.8722,                0.94142,                0.70829,                0.88607,                0.58241,                 1.0043,              0.0018713,              0.0018713,              0.0018713
                     28,                0.82096,                0.53327,                0.95379,                0.93198,                0.86262,                0.92299,                0.71357,                0.86289,                0.56591,                0.99776,              0.0018663,              0.0018663,              0.0018663
                     29,                0.85741,                0.56678,                0.97948,                0.95837,                0.88262,                0.94123,                0.72517,                0.83259,                  0.524,                0.98266,              0.0018614,              0.0018614,              0.0018614
                     30,                0.80899,                0.53454,                0.95925,                0.95689,                0.88818,                0.95872,                0.73356,                0.87567,                0.48935,                0.98351,              0.0018564,              0.0018564,              0.0018564
                     31,                0.84286,                0.52319,                0.97453,                0.93523,                0.87649,                0.93474,                0.71952,                0.87912,                0.52871,                 1.0048,              0.0018515,              0.0018515,              0.0018515
                     32,                0.82284,                0.52956,                0.96207,                0.93895,                0.89457,                0.94358,                0.73227,                0.85047,                0.54906,                0.97999,              0.0018465,              0.0018465,              0.0018465
                     33,                 0.8153,                0.52083,                0.95447,                0.97073,                0.84771,                 0.9325,                0.72351,                0.86392,                0.52975,                  1.001,              0.0018416,              0.0018416,              0.0018416
                     34,                0.79995,                0.51427,                0.95318,                0.96859,                0.85623,                 0.9257,                0.72022,                0.85611,                0.54535,                0.98026,              0.0018367,              0.0018367,              0.0018367
                     35,                0.78692,                0.49599,                0.94623,                0.95172,                0.88178,                0.93935,                0.72601,                0.87002,                0.51467,                0.99314,              0.0018317,              0.0018317,              0.0018317
                     36,                0.79514,                0.51142,                0.95551,                0.94735,                0.86901,                0.93687,                0.71885,                0.87648,                0.56168,                0.99706,              0.0018267,              0.0018267,              0.0018267
                     37,                0.79724,                0.52324,                 0.9579,                0.94174,                0.89776,                0.95724,                0.74277,                0.85908,                0.49666,                0.98614,              0.0018218,              0.0018218,              0.0018218
                     38,                0.79327,                0.50376,                0.95374,                0.97071,                0.84703,                0.92829,                0.70991,                0.88037,                0.56539,                0.99778,              0.0018168,              0.0018168,              0.0018168
                     39,                0.80404,                 0.4966,                0.94764,                 0.9524,                0.86581,                0.93074,                0.72455,                0.87537,                0.52251,                 1.0006,              0.0018119,              0.0018119,              0.0018119
                     40,                0.78639,                0.50588,                0.94084,                0.97126,                0.86581,                0.94535,                 0.7344,                0.86156,                0.50869,                0.98007,              0.0018069,              0.0018069,              0.0018069
                     41,                0.78669,                 0.4985,                0.95654,                0.97876,                0.88338,                0.94847,                 0.7329,                0.85122,                 0.4857,                0.99821,               0.001802,               0.001802,               0.001802
                     42,                0.78424,                0.48534,                0.94347,                0.95916,                0.86581,                0.93816,                0.71503,                0.88423,                0.50709,                 1.0044,              0.0017971,              0.0017971,              0.0017971
                     43,                0.77778,                0.48712,                0.94234,                0.94295,                0.88179,                0.94715,                0.72605,                0.86895,                0.49996,                0.98752,              0.0017921,              0.0017921,              0.0017921
                     44,                0.78061,                0.48612,                0.93982,                0.94377,                0.88818,                0.94188,                0.72785,                 0.8517,                0.49561,                0.99107,              0.0017872,              0.0017872,              0.0017872
                     45,                0.76661,                0.48462,                0.94317,                0.97513,                0.87701,                0.95645,                0.74655,                0.85922,                0.48494,                0.98741,              0.0017822,              0.0017822,              0.0017822
                     46,                0.78245,                0.47928,                0.94459,                0.93973,                 0.8967,                0.94735,                0.74123,                0.83121,                0.50677,                0.98169,              0.0017772,              0.0017772,              0.0017772
                     47,                0.76082,                0.47695,                0.95236,                0.95016,                0.89776,                0.95138,                0.75444,                0.82125,                0.47422,                0.97419,              0.0017723,              0.0017723,              0.0017723
                     48,                0.74315,                0.47089,                0.92614,                0.95447,                0.87078,                0.93197,                0.72063,                0.84759,                0.53135,                0.99027,              0.0017674,              0.0017674,              0.0017674
                     49,                0.76606,                0.46853,                0.93718,                0.94447,                0.92372,                0.96783,                0.75454,                0.83619,                0.45853,                0.98329,              0.0017624,              0.0017624,              0.0017624
                     50,                0.75645,                0.45795,                0.94133,                0.97153,                0.85304,                0.94743,                0.75144,                0.79713,                0.48592,                 0.9755,              0.0017575,              0.0017575,              0.0017575
                     51,                0.77862,                0.46987,                0.94189,                0.94932,                0.89767,                0.94604,                 0.7311,                0.87651,                0.46668,                 1.0014,              0.0017525,              0.0017525,              0.0017525
                     52,                0.74513,                0.46075,                0.94195,                0.95749,                 0.8635,                0.94417,                0.72838,                 0.8505,                0.49228,                0.99937,              0.0017476,              0.0017476,              0.0017476
                     53,                0.74372,                0.46689,                0.92937,                 0.9311,                0.86347,                0.94051,                0.73417,                0.87344,                0.58538,                 1.0073,              0.0017426,              0.0017426,              0.0017426
                     54,                0.75522,                0.45789,                 0.9377,                0.93336,                0.89496,                0.94389,                0.73317,                0.87721,                0.48691,                0.99958,              0.0017376,              0.0017376,              0.0017376
                     55,                0.75324,                  0.451,                0.93549,                0.95353,                0.88179,                0.94625,                0.73913,                0.83636,                0.47556,                0.98906,              0.0017327,              0.0017327,              0.0017327
                     56,                0.73839,                0.44357,                0.92874,                0.95704,                0.89457,                0.95262,                0.74627,                0.83921,                0.46039,                0.97741,              0.0017278,              0.0017278,              0.0017278
                     57,                0.74362,                0.44277,                0.92891,                0.94983,                0.88179,                0.94735,                0.73816,                0.83565,                 0.4676,                0.98906,              0.0017228,              0.0017228,              0.0017228
                     58,                0.73822,                0.44906,                0.93174,                0.94174,                0.87859,                0.94213,                0.72741,                0.87257,                0.48632,                0.99437,              0.0017179,              0.0017179,              0.0017179
                     59,                0.76002,                0.46317,                 0.9347,                0.92406,                 0.8942,                0.94169,                0.72543,                0.88814,                0.49649,                 0.9958,              0.0017129,              0.0017129,              0.0017129
                     60,                0.71826,                0.44114,                0.91805,                0.95621,                0.90694,                0.94794,                0.75817,                0.81529,                0.45881,                0.96956,               0.001708,               0.001708,               0.001708
                     61,                0.73928,                0.44255,                0.92677,                0.94005,                0.91693,                0.95612,                0.74988,                  0.849,                0.46096,                0.98194,               0.001703,               0.001703,               0.001703
                     62,                0.72702,                0.43115,                0.92443,                 0.9282,                0.90866,                 0.9413,                0.74656,                0.82166,                0.47196,                0.98485,               0.001698,               0.001698,               0.001698
                     63,                0.72965,                0.44443,                0.93572,                0.97402,                0.88179,                0.95167,                 0.7492,                0.81076,                0.45392,                 0.9764,              0.0016931,              0.0016931,              0.0016931
                     64,                0.70193,                0.42388,                 0.9111,                0.96494,                0.87859,                0.94129,                0.73967,                0.82318,                0.48683,                0.97382,              0.0016882,              0.0016882,              0.0016882
                     65,                0.71261,                0.43178,                0.91781,                0.93303,                0.91054,                0.94715,                0.73685,                0.85535,                0.47245,                  0.981,              0.0016832,              0.0016832,              0.0016832
                     66,                0.71958,                 0.4346,                0.92049,                0.96123,                0.87132,                0.94488,                0.74207,                0.84927,                0.47136,                0.98504,              0.0016783,              0.0016783,              0.0016783
                     67,                0.72347,                0.42668,                0.92388,                0.95591,                0.89137,                0.94969,                0.74945,                0.82051,                0.47093,                0.97299,              0.0016733,              0.0016733,              0.0016733
                     68,                0.70344,                0.43213,                0.91544,                0.96764,                0.87859,                0.95591,                0.75419,                0.83079,                0.43569,                0.97527,              0.0016684,              0.0016684,              0.0016684
                     69,                0.72097,                0.43296,                0.92496,                 0.9675,                 0.8722,                0.95365,                0.75265,                0.83486,                 0.4609,                0.98446,              0.0016634,              0.0016634,              0.0016634
                     70,                0.71082,                0.42473,                0.91898,                0.94644,                0.90735,                0.95365,                0.75498,                0.82522,                0.45408,                0.97173,              0.0016585,              0.0016585,              0.0016585
                     71,                0.70126,                0.41012,                0.91238,                 0.9546,                0.90735,                0.94999,                0.76209,                0.80074,                0.46501,                0.95978,              0.0016535,              0.0016535,              0.0016535
                     72,                0.69535,                0.41915,                 0.9152,                0.97581,                0.90229,                0.95729,                0.75822,                0.79994,                0.43564,                0.96495,              0.0016485,              0.0016485,              0.0016485
                     73,                0.72785,                0.42645,                0.92502,                0.95937,                0.90529,                0.94955,                0.74565,                0.82734,                 0.4675,                0.98254,              0.0016436,              0.0016436,              0.0016436
                     74,                0.71169,                0.43512,                0.92718,                0.96251,                0.90233,                0.94957,                0.76579,                0.78319,                0.44485,                0.95153,              0.0016386,              0.0016386,              0.0016386
                     75,                0.68054,                0.39997,                0.91199,                0.97403,                0.89457,                0.95237,                0.74895,                0.81813,                0.45507,                0.98089,              0.0016337,              0.0016337,              0.0016337
                     76,                0.69904,                0.42809,                0.91221,                0.97026,                0.89776,                0.94937,                 0.7433,                0.80981,                0.44878,                0.97326,              0.0016287,              0.0016287,              0.0016287
                     77,                0.69711,                0.42698,                0.91616,                0.95061,                0.92237,                0.95761,                0.75748,                0.79104,                0.43009,                0.96688,              0.0016238,              0.0016238,              0.0016238
                     78,                0.68809,                0.40438,                0.90739,                0.96839,                0.89457,                0.95813,                0.76253,                0.79628,                0.42507,                0.97267,              0.0016189,              0.0016189,              0.0016189
                     79,                0.70466,                0.41411,                0.91218,                 0.9372,                0.91693,                0.95315,                 0.7481,                0.80928,                0.45611,                0.97256,              0.0016139,              0.0016139,              0.0016139
                     80,                 0.6993,                0.40355,                0.91765,                0.95224,                0.91693,                0.96096,                0.73916,                0.83273,                0.44008,                0.98734,              0.0016089,              0.0016089,              0.0016089
                     81,                0.69951,                0.39803,                0.91048,                0.94415,                0.92332,                0.95959,                0.75594,                0.82167,                0.43187,                0.96983,               0.001604,               0.001604,               0.001604
                     82,                0.69002,                0.40427,                0.91566,                0.96325,                0.88498,                0.94905,                0.75558,                0.79974,                 0.4354,                0.95871,              0.0015991,              0.0015991,              0.0015991
                     83,                0.69934,                0.40494,                0.91638,                0.96896,                0.89457,                0.95553,                0.76307,                0.80183,                0.43263,                0.96147,              0.0015941,              0.0015941,              0.0015941
                     84,                0.67022,                0.40108,                0.89862,                0.97174,                0.88498,                0.95027,                0.76724,                0.79635,                 0.4517,                0.95675,              0.0015892,              0.0015892,              0.0015892
                     85,                0.68786,                0.39412,                 0.9065,                0.96494,                0.87925,                0.95424,                0.75357,                0.81826,                0.46108,                0.96332,              0.0015842,              0.0015842,              0.0015842
                     86,                0.67406,                0.39318,                 0.9041,                0.96851,                0.88498,                0.94573,                0.75822,                0.79391,                0.44243,                0.95787,              0.0015793,              0.0015793,              0.0015793
                     87,                0.67747,                0.41715,                0.91437,                0.97826,                0.91054,                0.95509,                0.76091,                0.81176,                0.43444,                0.96033,              0.0015743,              0.0015743,              0.0015743
                     88,                0.67481,                0.39656,                0.90577,                0.97148,                0.87076,                0.95051,                0.74295,                0.80954,                0.45695,                0.98271,              0.0015693,              0.0015693,              0.0015693
                     89,                0.69037,                 0.3995,                0.91462,                0.95918,                 0.9009,                0.94631,                0.75973,                0.81628,                0.45795,                 0.9731,              0.0015644,              0.0015644,              0.0015644
                     90,                0.67117,                 0.3934,                0.90202,                0.96573,                0.90019,                0.96069,                0.75407,                0.81913,                0.43818,                0.96174,              0.0015594,              0.0015594,              0.0015594
                     91,                0.67692,                0.40698,                0.89955,                0.97707,                0.89137,                0.95358,                0.76902,                0.78312,                0.43124,                0.94966,              0.0015545,              0.0015545,              0.0015545
                     92,                0.68024,                0.39168,                0.90103,                0.95536,                0.90415,                 0.9553,                0.76437,                0.80801,                0.44991,                0.96359,              0.0015496,              0.0015496,              0.0015496
                     93,                0.67287,                0.38968,                0.90812,                0.96551,                0.89441,                0.94517,                0.75488,                0.80093,                0.44397,                 0.9589,              0.0015446,              0.0015446,              0.0015446
                     94,                 0.6656,                0.39388,                0.90697,                0.98237,                 0.8902,                0.94754,                0.75578,                0.77382,                0.43666,                0.95171,              0.0015397,              0.0015397,              0.0015397
                     95,                0.64796,                 0.3857,                0.89197,                0.94668,                0.90768,                0.94569,                0.76399,                0.79603,                0.46408,                0.97024,              0.0015347,              0.0015347,              0.0015347
                     96,                0.65422,                0.38685,                0.89374,                0.95381,                0.89457,                0.94872,                 0.7608,                0.78355,                0.43856,                0.97041,              0.0015298,              0.0015298,              0.0015298
                     97,                0.67143,                 0.3987,                0.91196,                0.95142,                0.90096,                0.96365,                0.76227,                0.79027,                0.41956,                 0.9708,              0.0015248,              0.0015248,              0.0015248
                     98,                 0.6687,                0.39936,                0.90528,                0.94422,                0.92013,                0.95548,                 0.7529,                0.82385,                0.44283,                0.98091,              0.0015199,              0.0015199,              0.0015199
                     99,                0.66868,                0.38844,                0.90592,                0.96267,                0.90639,                0.95164,                0.75369,                0.78464,                0.43859,                0.96197,              0.0015149,              0.0015149,              0.0015149
                    100,                0.63376,                 0.3777,                0.89229,                0.97181,                0.89457,                0.94875,                0.77003,                0.78235,                0.44372,                0.97658,              0.0015099,              0.0015099,              0.0015099
                    101,                0.63693,                0.37406,                0.89481,                0.96482,                0.88818,                0.93722,                0.76265,                0.79121,                0.48361,                 0.9678,               0.001505,               0.001505,               0.001505
                    102,                0.65803,                0.38863,                0.90207,                0.96817,                 0.8745,                0.93891,                0.75414,                0.81009,                0.47265,                0.97268,              0.0015001,              0.0015001,              0.0015001
                    103,                 0.6555,                0.37913,                0.89171,                 0.9629,                 0.8754,                0.95172,                0.76302,                0.80898,                 0.4547,                0.96592,              0.0014951,              0.0014951,              0.0014951
                    104,                0.66643,                 0.3853,                0.89848,                0.96546,                0.90096,                0.95237,                0.76689,                0.78597,                0.41681,                0.96351,              0.0014901,              0.0014901,              0.0014901
                    105,                0.66074,                  0.378,                0.90361,                0.96742,                0.90096,                0.95541,                0.77206,                0.78519,                0.42156,                0.96241,              0.0014852,              0.0014852,              0.0014852
                    106,                0.65972,                0.39198,                 0.8931,                 0.9671,                0.89457,                0.94751,                0.75937,                 0.7897,                0.43546,                0.95874,              0.0014803,              0.0014803,              0.0014803
                    107,                0.65632,                0.38591,                0.90022,                0.93976,                0.91693,                0.95084,                0.76889,                0.79434,                0.42946,                0.96487,              0.0014753,              0.0014753,              0.0014753
                    108,                0.64347,                0.38114,                0.89444,                0.96168,                0.88209,                0.94754,                0.76195,                0.79213,                0.43616,                0.96416,              0.0014703,              0.0014703,              0.0014703
                    109,                0.63558,                0.36664,                0.89276,                0.96394,                0.92652,                0.96365,                0.78202,                0.79403,                 0.4085,                0.96506,              0.0014654,              0.0014654,              0.0014654
                    110,                 0.6527,                0.37519,                0.90088,                0.96649,                0.92143,                0.95998,                0.76777,                0.78718,                0.41451,                0.97109,              0.0014605,              0.0014605,              0.0014605
                    111,                0.62997,                0.36122,                0.89239,                  0.966,                0.90767,                 0.9624,                0.77441,                0.76717,                0.40819,                0.94624,              0.0014555,              0.0014555,              0.0014555
                    112,                0.64496,                 0.3722,                0.89201,                0.96255,                0.90735,                0.95538,                0.76887,                0.79039,                0.44014,                0.96354,              0.0014505,              0.0014505,              0.0014505
                    113,                0.63383,                0.36668,                0.88708,                0.96244,                0.89776,                0.95608,                0.76077,                0.79376,                0.42571,                0.96214,              0.0014456,              0.0014456,              0.0014456
                    114,                0.62695,                0.37332,                 0.8967,                0.95214,                 0.8899,                0.94458,                 0.7646,                0.78067,                0.43895,                0.96141,              0.0014406,              0.0014406,              0.0014406
                    115,                0.65085,                0.38497,                 0.9022,                0.97237,                0.89955,                0.95281,                 0.7645,                0.78858,                0.41776,                0.96698,              0.0014357,              0.0014357,              0.0014357
                    116,                0.62887,                0.36885,                0.89672,                0.94656,                0.90415,                0.95095,                0.77455,                0.78182,                0.41339,                0.95204,              0.0014307,              0.0014307,              0.0014307
