                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    117,                0.64004,                0.37483,                0.89048,                0.96933,                0.90871,                0.95406,                0.77515,                0.77293,                0.42183,                 0.9601,              0.0014258,              0.0014258,              0.0014258
                    118,                0.61758,                0.35858,                0.88688,                 0.9693,                0.90792,                 0.9596,                0.77253,                0.79634,                0.40505,                0.96932,              0.0014208,              0.0014208,              0.0014208
                    119,                0.63213,                0.36069,                0.87918,                0.95293,                0.90551,                0.95369,                0.77469,                0.79417,                0.41597,                0.95574,              0.0014159,              0.0014159,              0.0014159
                    120,                0.62335,                0.35255,                0.88997,                0.95302,                0.90729,                0.95178,                0.76413,                0.79299,                0.42105,                0.97003,               0.001411,               0.001411,               0.001411
                    121,                0.61312,                 0.3586,                0.89176,                0.97678,                0.90096,                0.96126,                0.76665,                 0.7815,                0.39195,                0.96286,               0.001406,               0.001406,               0.001406
                    122,                0.61132,                0.35997,                0.88257,                 0.9511,                0.92013,                0.95998,                0.77173,                0.77724,                 0.4011,                0.96374,              0.0014011,              0.0014011,              0.0014011
                    123,                 0.6165,                0.36428,                0.89199,                0.94031,                0.89457,                0.94658,                0.76695,                0.80016,                0.46444,                 0.9793,              0.0013961,              0.0013961,              0.0013961
                    124,                0.63112,                0.36316,                0.88526,                0.97503,                0.89457,                0.95557,                0.77424,                0.78238,                0.41797,                0.96385,              0.0013912,              0.0013912,              0.0013912
                    125,                0.64209,                0.37003,                0.89291,                0.95986,                0.89457,                 0.9555,                0.77372,                0.77211,                0.40495,                0.95189,              0.0013862,              0.0013862,              0.0013862
                    126,                0.62146,                0.36111,                0.89118,                0.96345,                0.92636,                0.95371,                0.77347,                 0.7725,                0.41089,                0.95577,              0.0013813,              0.0013813,              0.0013813
                    127,                0.60955,                0.35371,                0.88702,                0.96946,                0.91279,                0.95051,                0.77423,                0.78117,                0.41353,                0.96652,              0.0013763,              0.0013763,              0.0013763
                    128,                0.61333,                0.35897,                0.88741,                0.96551,                0.89457,                0.95095,                0.77113,                0.78014,                0.44393,                0.95583,              0.0013714,              0.0013714,              0.0013714
                    129,                0.62469,                0.35841,                0.89333,                0.94784,                0.92882,                0.95377,                  0.771,                0.77518,                0.40087,                0.95501,              0.0013664,              0.0013664,              0.0013664
                    130,                0.59738,                0.34212,                0.87499,                0.98177,                0.90735,                0.95733,                0.77796,                0.78427,                0.40818,                0.96608,              0.0013615,              0.0013615,              0.0013615
                    131,                0.61507,                0.35443,                0.87872,                0.96636,                0.90735,                0.94833,                0.76627,                0.77879,                0.40761,                0.96352,              0.0013565,              0.0013565,              0.0013565
                    132,                0.61457,                0.35559,                0.88234,                0.97256,                0.90735,                0.95702,                0.76669,                0.77442,                0.41386,                0.96386,              0.0013515,              0.0013515,              0.0013515
                    133,                0.61006,                0.34749,                0.87811,                0.98311,                0.90096,                0.96063,                 0.7666,                0.77137,                0.40796,                0.95728,              0.0013466,              0.0013466,              0.0013466
                    134,                0.59874,                0.34327,                0.87157,                0.96252,                0.91374,                0.95202,                0.76292,                0.78482,                  0.407,                0.96827,              0.0013417,              0.0013417,              0.0013417
                    135,                0.60436,                0.34787,                0.87702,                0.96652,                0.92246,                0.95718,                0.77128,                0.79782,                0.39795,                0.98248,              0.0013367,              0.0013367,              0.0013367
                    136,                0.62304,                0.35662,                0.88282,                0.96643,                0.91978,                0.95672,                0.78171,                0.77444,                0.39443,                0.96238,              0.0013318,              0.0013318,              0.0013318
                    137,                0.61122,                0.34877,                0.87998,                0.98256,                0.89992,                 0.9548,                0.77393,                0.78465,                 0.4053,                0.96932,              0.0013268,              0.0013268,              0.0013268
                    138,                0.59677,                0.34539,                0.88155,                0.95257,                0.89837,                0.95305,                  0.772,                0.77685,                0.40699,                0.97079,              0.0013219,              0.0013219,              0.0013219
                    139,                0.60034,                0.34256,                0.87474,                0.96319,                0.91963,                0.94713,                0.75082,                0.79034,                0.40594,                0.96384,              0.0013169,              0.0013169,              0.0013169
                    140,                0.58959,                0.33701,                0.87104,                0.96325,                0.91374,                0.94496,                0.76149,                0.78921,                0.39863,                0.97152,               0.001312,               0.001312,               0.001312
                    141,                0.60678,                0.34662,                0.88195,                0.96939,                0.89776,                0.95343,                0.75631,                0.79899,                0.42473,                0.97173,               0.001307,               0.001307,               0.001307
                    142,                0.59887,                 0.3391,                0.87953,                0.96195,                0.90415,                0.95606,                 0.7691,                0.78333,                0.40809,                0.95865,               0.001302,               0.001302,               0.001302
                    143,                0.59583,                0.34494,                0.87805,                0.95976,                0.92013,                0.94848,                0.76266,                0.78826,                0.42915,                0.95876,              0.0012971,              0.0012971,              0.0012971
                    144,                0.59327,                0.34229,                0.88393,                0.97585,                0.90388,                0.93591,                0.76503,                0.76751,                0.41841,                0.96252,              0.0012922,              0.0012922,              0.0012922
                    145,                 0.5784,                0.33039,                0.87872,                0.97241,                0.91374,                 0.9569,                0.77909,                0.77357,                 0.4063,                0.95858,              0.0012872,              0.0012872,              0.0012872
                    146,                0.59958,                0.33256,                0.87241,                0.96165,                0.92013,                0.95606,                0.77532,                0.78283,                0.40908,                0.95842,              0.0012822,              0.0012822,              0.0012822
                    147,                0.57797,                0.32653,                0.87012,                0.96616,                0.91226,                0.94819,                0.76614,                0.78676,                0.40935,                 0.9662,              0.0012773,              0.0012773,              0.0012773
                    148,                0.60459,                0.34213,                0.88439,                0.96583,                0.90295,                0.95765,                0.77857,                 0.7805,                0.41139,                 0.9613,              0.0012724,              0.0012724,              0.0012724
                    149,                 0.6047,                0.33856,                0.87554,                0.97478,                0.88818,                 0.9498,                0.76952,                0.76306,                0.40996,                0.95244,              0.0012674,              0.0012674,              0.0012674
                    150,                 0.5927,                0.34132,                 0.8903,                0.95652,                0.91693,                0.94899,                0.76716,                 0.7714,                0.39422,                0.95508,              0.0012624,              0.0012624,              0.0012624
                    151,                0.58811,                 0.3353,                 0.8719,                0.96854,                0.89457,                0.93418,                0.76049,                0.77112,                0.43009,                0.95842,              0.0012575,              0.0012575,              0.0012575
                    152,                0.58324,                0.33499,                0.87303,                0.95654,                 0.9142,                0.95881,                0.78131,                0.77453,                0.39695,                0.95192,              0.0012526,              0.0012526,              0.0012526
                    153,                0.57102,                 0.3257,                 0.8697,                 0.9621,                0.91374,                0.95003,                0.76582,                0.76281,                0.40355,                0.95198,              0.0012476,              0.0012476,              0.0012476
                    154,                0.57679,                0.33344,                0.87568,                0.95953,                0.90905,                0.94616,                0.75347,                0.77055,                0.41317,                0.96264,              0.0012426,              0.0012426,              0.0012426
                    155,                0.55246,                0.32368,                0.86789,                0.94025,                0.91374,                0.95523,                0.77162,                0.79163,                0.39389,                0.96107,              0.0012377,              0.0012377,              0.0012377
                    156,                0.57832,                0.33607,                0.87147,                0.95008,                0.90735,                0.94782,                0.76847,                0.78235,                0.40949,                0.95543,              0.0012328,              0.0012328,              0.0012328
                    157,                0.56682,                0.32519,                0.86682,                0.94996,                0.90977,                0.95844,                0.78281,                0.76886,                0.39538,                0.95055,              0.0012278,              0.0012278,              0.0012278
                    158,                0.57784,                0.32738,                0.86597,                  0.965,                0.89457,                 0.9581,                0.77583,                0.77628,                0.41521,                0.95992,              0.0012228,              0.0012228,              0.0012228
                    159,                0.57951,                0.33684,                0.87434,                0.93005,                0.92332,                 0.9565,                0.77215,                0.77178,                0.39611,                0.95115,              0.0012179,              0.0012179,              0.0012179
                    160,                0.56336,                0.32135,                0.86577,                0.95533,                0.90415,                0.95592,                 0.7708,                0.77893,                0.40374,                0.96476,              0.0012129,              0.0012129,              0.0012129
                    161,                0.58304,                0.32791,                0.87112,                0.94071,                 0.9124,                0.94739,                0.76147,                0.78532,                0.41669,                0.95771,               0.001208,               0.001208,               0.001208
                    162,                0.55885,                0.31894,                0.87523,                0.96257,                0.90378,                0.94354,                0.76374,                0.76053,                0.42347,                0.95376,               0.001203,               0.001203,               0.001203
                    163,                 0.5714,                0.32691,                0.87434,                0.96933,                0.90872,                0.94976,                0.77525,                 0.7712,                0.40784,                0.95269,              0.0011981,              0.0011981,              0.0011981
                    164,                0.55893,                0.31633,                0.86657,                0.96997,                0.90735,                0.95784,                0.77538,                0.75922,                0.39705,                0.95099,              0.0011932,              0.0011932,              0.0011932
                    165,                0.56295,                0.32987,                0.87031,                0.95203,                0.90735,                0.94993,                0.76915,                0.76699,                0.40606,                  0.959,              0.0011882,              0.0011882,              0.0011882
                    166,                0.56777,                0.32904,                0.87332,                0.96926,                0.90666,                0.95464,                0.77477,                0.76606,                0.39188,                 0.9596,              0.0011833,              0.0011833,              0.0011833
                    167,                0.56926,                 0.3245,                0.87332,                  0.956,                0.92652,                0.96402,                0.78155,                0.75767,                0.38777,                0.95333,              0.0011783,              0.0011783,              0.0011783
                    168,                0.55496,                0.31167,                0.86436,                0.96952,                0.91454,                0.95705,                0.77147,                0.75996,                0.39009,                0.95389,              0.0011734,              0.0011734,              0.0011734
                    169,                0.55753,                0.31326,                0.86418,                0.96371,                0.91374,                 0.9551,                0.77837,                0.75695,                0.41496,                 0.9493,              0.0011684,              0.0011684,              0.0011684
                    170,                0.56042,                0.31151,                0.86092,                0.97154,                0.89457,                0.96033,                0.78722,                0.74626,                0.39886,                0.94311,              0.0011635,              0.0011635,              0.0011635
                    171,                0.55057,                0.31589,                0.85818,                0.96959,                 0.9168,                0.96546,                0.78006,                0.75995,                0.39854,                0.94468,              0.0011585,              0.0011585,              0.0011585
                    172,                0.55804,                0.32253,                 0.8655,                0.95846,                0.89457,                0.94962,                0.77087,                0.76278,                0.39602,                0.96114,              0.0011536,              0.0011536,              0.0011536
                    173,                0.55657,                0.31857,                0.86742,                0.95664,                0.92013,                0.95708,                0.76706,                0.77187,                0.40058,                 0.9642,              0.0011486,              0.0011486,              0.0011486
                    174,                0.57963,                0.32288,                0.86928,                0.95583,                0.89872,                0.96257,                0.77508,                0.77275,                0.39504,                0.96243,              0.0011437,              0.0011437,              0.0011437
                    175,                0.56269,                0.32435,                0.86863,                0.95259,                0.91374,                0.96162,                0.77801,                0.77905,                0.41608,                0.96006,              0.0011387,              0.0011387,              0.0011387
                    176,                0.55314,                0.31296,                0.86904,                0.97438,                0.89457,                0.96045,                0.78105,                0.76245,                0.38883,                0.95791,              0.0011337,              0.0011337,              0.0011337
                    177,                0.54205,                0.31188,                 0.8668,                0.98268,                0.90648,                0.96109,                0.77839,                 0.7605,                0.39441,                0.95055,              0.0011288,              0.0011288,              0.0011288
                    178,                0.53833,                0.30396,                0.86132,                0.94414,                0.92971,                0.95965,                0.77817,                0.76563,                0.39625,                 0.9609,              0.0011239,              0.0011239,              0.0011239
                    179,                0.58087,                0.32316,                0.87953,                0.94931,                0.90415,                0.95885,                 0.7764,                0.76052,                0.38001,                0.95677,              0.0011189,              0.0011189,              0.0011189
                    180,                0.54244,                0.31308,                0.86593,                0.96665,                0.89776,                0.95008,                0.77275,                0.75994,                0.39996,                0.95703,               0.001114,               0.001114,               0.001114
                    181,                0.56028,                0.31651,                0.86606,                0.97561,                0.89457,                0.94932,                0.78285,                0.75936,                0.40364,                0.94957,               0.001109,               0.001109,               0.001109
                    182,                0.54969,                0.30812,                0.85376,                0.95328,                0.91268,                0.95927,                0.78261,                0.76218,                0.38694,                0.95602,              0.0011041,              0.0011041,              0.0011041
                    183,                0.53573,                0.30113,                0.86273,                0.95637,                0.91051,                0.95501,                0.77492,                 0.7607,                0.38658,                0.95381,              0.0010991,              0.0010991,              0.0010991
                    184,                0.55072,                0.30549,                0.86275,                0.97913,                0.90735,                0.94908,                0.77908,                0.75041,                0.40783,                0.95372,              0.0010941,              0.0010941,              0.0010941
                    185,                0.53528,                0.30042,                0.86187,                0.94742,                0.92108,                 0.9544,                0.78439,                0.75834,                0.39292,                0.95646,              0.0010892,              0.0010892,              0.0010892
                    186,                0.53717,                0.30756,                0.85583,                0.94683,                0.91031,                0.94971,                0.77904,                0.74498,                0.38978,                 0.9523,              0.0010842,              0.0010842,              0.0010842
                    187,                0.55106,                0.30994,                0.86556,                0.95318,                0.91065,                0.94863,                0.77942,                0.75091,                0.40751,                0.94668,              0.0010793,              0.0010793,              0.0010793
                    188,                0.54413,                0.31029,                0.86479,                0.93177,                0.92332,                0.95012,                0.77833,                0.74962,                0.39777,                0.95146,              0.0010743,              0.0010743,              0.0010743
                    189,                0.54946,                0.30655,                0.86489,                0.96169,                0.90096,                0.95338,                0.78197,                0.75938,                0.39543,                0.96064,              0.0010694,              0.0010694,              0.0010694
                    190,                0.54975,                0.31867,                0.86727,                0.93734,                0.90806,                0.94737,                0.77129,                  0.762,                0.39534,                0.96095,              0.0010645,              0.0010645,              0.0010645
                    191,                0.53605,                0.30472,                0.85556,                0.98117,                0.88498,                0.95722,                0.79096,                 0.7611,                0.41542,                 0.9525,              0.0010595,              0.0010595,              0.0010595
                    192,                0.54681,                0.30708,                0.86714,                0.96533,                0.91374,                0.94799,                0.76475,                0.76307,                0.41597,                0.95485,              0.0010545,              0.0010545,              0.0010545
                    193,                0.53083,                0.29908,                0.86376,                0.95677,                0.91918,                0.95478,                0.77534,                0.75107,                0.41115,                0.95086,              0.0010496,              0.0010496,              0.0010496
                    194,                0.53469,                0.29736,                0.86203,                0.97124,                0.91693,                0.95696,                0.77157,                0.75219,                0.39249,                0.94833,              0.0010447,              0.0010447,              0.0010447
                    195,                0.52896,                0.29303,                0.85653,                0.95092,                0.92857,                0.95311,                0.77266,                0.75298,                0.37276,                0.94736,              0.0010397,              0.0010397,              0.0010397
                    196,                0.53985,                0.30686,                0.86129,                0.95044,                0.90096,                 0.9526,                0.78212,                0.75326,                 0.4054,                0.94824,              0.0010347,              0.0010347,              0.0010347
                    197,                0.53475,                0.30574,                0.86084,                0.94674,                0.90864,                 0.9498,                0.78084,                0.73669,                0.39898,                0.94075,              0.0010298,              0.0010298,              0.0010298
                    198,                0.53876,                0.30671,                0.86303,                0.95911,                0.89918,                0.95944,                0.78682,                0.75571,                0.39886,                0.94411,              0.0010249,              0.0010249,              0.0010249
                    199,                0.53458,                0.30896,                0.86152,                0.96445,                0.90415,                0.95636,                0.78288,                 0.7395,                0.38229,                 0.9433,              0.0010199,              0.0010199,              0.0010199
                    200,                0.53992,                0.30266,                0.86369,                0.96541,                0.90096,                0.95759,                0.78623,                0.75196,                0.38184,                0.94355,              0.0010149,              0.0010149,              0.0010149
                    201,                0.52441,                 0.2988,                0.85542,                0.96297,                0.91381,                0.96219,                0.78374,                0.76149,                0.37905,                0.95122,                0.00101,                0.00101,                0.00101
                    202,                0.53478,                0.30288,                0.86307,                0.96247,                0.90735,                0.95553,                 0.7905,                 0.7528,                0.38925,                0.94504,               0.001005,               0.001005,               0.001005
                    203,                0.53128,                0.30049,                0.86415,                0.95637,                0.91693,                0.96332,                0.79098,                 0.7569,                0.38694,                0.94563,              0.0010001,              0.0010001,              0.0010001
                    204,                0.51362,                0.28857,                0.85644,                0.96728,                0.90735,                0.95494,                0.79138,                0.74753,                0.40283,                0.94537,             0.00099515,             0.00099515,             0.00099515
                    205,                0.52013,                0.28967,                0.86502,                0.96222,                0.91374,                0.95364,                0.78894,                0.75788,                0.39495,                0.94693,              0.0009902,              0.0009902,              0.0009902
                    206,                0.52015,                0.29376,                0.85296,                0.95311,                0.90925,                0.94877,                0.78643,                0.75658,                0.39454,                0.95389,             0.00098525,             0.00098525,             0.00098525
                    207,                 0.5381,                0.30665,                 0.8632,                0.95556,                 0.8931,                 0.9526,                 0.7825,                0.76766,                0.40424,                0.95183,              0.0009803,              0.0009803,              0.0009803
                    208,                0.51535,                0.29621,                0.84931,                0.95589,                0.89137,                0.95116,                0.77788,                 0.7577,                0.38958,                0.95201,             0.00097535,             0.00097535,             0.00097535
                    209,                0.52913,                0.30008,                0.86711,                0.97567,                0.89699,                0.95524,                0.78836,                0.75754,                0.38428,                0.95233,              0.0009704,              0.0009704,              0.0009704
                    210,                0.53208,                0.30139,                0.86035,                0.97563,                0.89776,                0.95061,                0.78905,                0.74475,                  0.405,                 0.9543,             0.00096545,             0.00096545,             0.00096545
                    211,                0.52689,                0.29729,                0.85753,                0.95282,                0.92332,                 0.9575,                0.78427,                0.75539,                0.39037,                0.94813,              0.0009605,              0.0009605,              0.0009605
                    212,                0.49702,                0.28806,                0.84899,                0.98003,                0.89457,                0.95131,                0.78532,                0.75724,                  0.424,                0.94837,             0.00095555,             0.00095555,             0.00095555
                    213,                 0.5253,                0.29475,                0.85479,                0.95295,                0.90595,                0.95907,                0.78267,                0.76868,                0.39963,                 0.9631,              0.0009506,              0.0009506,              0.0009506
                    214,                0.51888,                0.29618,                0.85889,                0.96628,                0.91547,                 0.9566,                0.79337,                0.74889,                0.39286,                 0.9557,             0.00094565,             0.00094565,             0.00094565
                    215,                0.52246,                0.29171,                 0.8544,                0.97032,                0.89137,                0.94587,                0.78086,                0.75705,                0.42145,                0.94997,              0.0009407,              0.0009407,              0.0009407
                    216,                 0.5073,                0.28668,                0.85095,                0.97547,                0.87859,                0.94527,                0.78395,                 0.7458,                0.41267,                0.95084,             0.00093575,             0.00093575,             0.00093575
                    217,                0.52459,                0.29352,                0.85764,                 0.9673,                0.88498,                0.94511,                0.78155,                0.75362,                0.40947,                0.95445,              0.0009308,              0.0009308,              0.0009308
                    218,                0.51056,                0.28741,                0.85436,                0.94995,                0.90965,                0.94846,                0.77866,                0.74604,                0.39409,                0.94722,             0.00092585,             0.00092585,             0.00092585
                    219,                0.51812,                0.29415,                0.85666,                0.95616,                0.90588,                0.95338,                0.78683,                 0.7509,                0.40686,                0.95325,              0.0009209,              0.0009209,              0.0009209
                    220,                0.51693,                 0.2913,                0.85772,                0.95394,                0.90415,                 0.9472,                0.78422,                0.77229,                0.41419,                0.96173,             0.00091595,             0.00091595,             0.00091595
                    221,                0.51416,                0.28823,                0.85032,                0.94695,                0.91251,                0.95225,                0.79196,                  0.752,                0.41564,                0.95272,               0.000911,               0.000911,               0.000911
                    222,                 0.4977,                0.27714,                0.84602,                0.96511,                0.88383,                0.95299,                 0.7897,                0.75676,                0.40081,                0.95762,             0.00090605,             0.00090605,             0.00090605
                    223,                0.49698,                0.27497,                0.84448,                0.96385,                0.88818,                 0.9605,                0.79098,                0.75474,                0.37909,                0.95487,              0.0009011,              0.0009011,              0.0009011
                    224,                0.48698,                0.27976,                0.84984,                 0.9317,                0.91525,                0.95877,                0.79283,                0.75401,                0.38501,                0.95108,             0.00089615,             0.00089615,             0.00089615
                    225,                0.48858,                0.27252,                0.84901,                0.95658,                0.91507,                 0.9628,                0.79512,                0.75726,                0.37351,                0.95824,              0.0008912,              0.0008912,              0.0008912
                    226,                0.51317,                0.28503,                0.85083,                0.94491,                0.93158,                0.96563,                0.79506,                 0.7487,                0.37515,                0.95575,             0.00088625,             0.00088625,             0.00088625
                    227,                0.50808,                0.28309,                0.85477,                0.94676,                0.90735,                 0.9565,                0.79261,                0.74996,                0.39535,                0.95794,              0.0008813,              0.0008813,              0.0008813
                    228,                0.49038,                0.28415,                0.84569,                0.95392,                0.92594,                0.96061,                0.79024,                0.76082,                0.38599,                 0.9556,             0.00087635,             0.00087635,             0.00087635
                    229,                0.49966,                0.28383,                 0.8532,                0.94588,                0.92013,                0.95492,                0.79102,                0.75253,                0.38328,                0.95634,              0.0008714,              0.0008714,              0.0008714
                    230,                0.50251,                0.28326,                0.85466,                0.97053,                0.90096,                0.96068,                0.78958,                0.75314,                0.37281,                0.95615,             0.00086645,             0.00086645,             0.00086645
                    231,                0.49278,                 0.2772,                0.85205,                0.96566,                0.89831,                0.94845,                0.78429,                0.74752,                0.39087,                0.95133,              0.0008615,              0.0008615,              0.0008615
                    232,                0.49951,                0.27968,                0.84943,                0.96928,                0.90733,                0.95084,                 0.7777,                0.75646,                0.38311,                0.95914,             0.00085655,             0.00085655,             0.00085655
                    233,                0.49225,                 0.2805,                0.84491,                0.95782,                0.91374,                0.95491,                0.78821,                0.76277,                0.39582,                0.96186,              0.0008516,              0.0008516,              0.0008516
